t0,t1,t2,t3,t4,t5
-0.06239596,-0.15203089,-0.9987217,-0.9980644,-0.96808994,-0.80059767
-0.026739351,-0.08753449,-0.99924475,-0.9982337,-0.95451343,-0.7327908
-0.12912877,0.04553596,-0.99793816,-0.9964905,-0.9516138,-0.61240035
-0.06194,-0.20187245,-0.9991898,-0.9990193,-0.9691626,-0.73127013
-0.032276474,-0.140248,-0.9990603,-0.99865484,-0.9834794,-0.6697745
0.020327568,-0.13956434,-0.9960983,-0.9950028,-0.93027264,-0.6772831
0.043803334,-0.014083358,-0.99849427,-0.9984692,-0.9693212,-0.7946421
-0.33097264,-0.4238885,-0.9993096,-0.99935496,-0.9721256,-0.8547794
-0.2205771,-0.099262886,-0.9991015,-0.998533,-0.9659372,-0.82403785
-0.08652986,-0.12647393,-0.9995452,-0.9989103,-0.9673609,-0.77374715
-0.04552763,-0.09300848,-0.9970371,-0.99521095,-0.9225089,-0.58116996
-0.08916263,-0.27207723,-0.99732697,-0.996041,-0.9513339,-0.7768149
-0.18602349,-0.50385916,-0.99968266,-0.99977547,-0.9791495,-0.8916496
-0.15885603,-0.3160355,-0.99729097,-0.99718475,-0.95383793,-0.8342071
-0.13118605,0.016929256,-0.99923104,-0.99876124,-0.9713663,-0.69746614
-0.06931112,-0.09909231,-0.99769706,-0.9966922,-0.96567124,-0.6643695
