t0,t1,t2,t3,t4,t5
0.06368481,0.60318834,-0.9990515,-0.9984562,-0.94216466,-0.9756234
0.14024904,0.6259139,-0.99946517,-0.99863714,-0.92287207,-0.96561146
-0.042855985,0.6609085,-0.99830073,-0.9969943,-0.8969981,-0.9421893
0.07436802,0.55330306,-0.9993027,-0.9991296,-0.93274665,-0.9704919
0.14194313,0.60528815,-0.9994551,-0.999107,-0.97177404,-0.9687417
0.15900524,0.4734632,-0.9966392,-0.9952867,-0.8880525,-0.940655
0.17902216,0.6404385,-0.9988476,-0.9987811,-0.94561386,-0.97483325
-0.10162319,0.39662012,-0.9994409,-0.9994679,-0.9493139,-0.98834914
-0.062388815,0.6316815,-0.99937344,-0.99893236,-0.9421953,-0.97960466
0.08868642,0.63300604,-0.99961823,-0.99898064,-0.9339632,-0.9734024
0.07291847,0.59309405,-0.9982541,-0.99717367,-0.8829996,-0.9412939
0.03747337,0.42784736,-0.9979848,-0.9969199,-0.9262491,-0.96742433
0.05204125,0.4368144,-0.99976647,-0.99982566,-0.9610668,-0.9928849
0.01765025,0.3902657,-0.9975838,-0.99743414,-0.9227038,-0.9779488
0.014115205,0.7007625,-0.99943423,-0.99895424,-0.9441928,-0.9683633
0.031844664,0.5510505,-0.99821794,-0.9973626,-0.9427736,-0.9480685
