t0,t1,t2,t3,t4,t5
-0.6219002,-0.59264445,-0.9917743,-0.9907981,-0.9715601,-0.9533973
-0.58003736,-0.5123425,-0.99488485,-0.9902542,-0.9557033,-0.933551
-0.6713688,-0.40317887,-0.98899204,-0.985781,-0.960955,-0.908385
-0.62956417,-0.5957844,-0.9930946,-0.9934611,-0.9691802,-0.9340341
-0.6466928,-0.6272322,-0.9934899,-0.99301475,-0.9861313,-0.9376057
-0.49558073,-0.5129163,-0.9822191,-0.98178524,-0.9402456,-0.8965714
-0.5515549,-0.49836028,-0.9900933,-0.99228513,-0.9730777,-0.94895834
-0.78096366,-0.74486065,-0.9942002,-0.9956499,-0.973278,-0.9637946
-0.72593874,-0.5522303,-0.9948193,-0.99298716,-0.97336024,-0.95582587
-0.6451416,-0.57537323,-0.99646705,-0.99313843,-0.9722905,-0.94512737
-0.5531365,-0.4580797,-0.9855041,-0.9815466,-0.928753,-0.8740584
-0.59787107,-0.62796617,-0.9881403,-0.98547703,-0.95903283,-0.9365919
-0.72256553,-0.8105435,-0.9971063,-0.9983886,-0.98121184,-0.97907656
-0.61439836,-0.6280952,-0.9823099,-0.98469275,-0.95221317,-0.9431136
-0.6889685,-0.48680237,-0.99439675,-0.9933339,-0.97439563,-0.93424946
-0.59122574,-0.48260543,-0.9872006,-0.98602104,-0.96656185,-0.8935622
