t0,t1,t2,t3,t4,t5
-0.22406617,-0.70387286,-0.9190456,-0.9031312,-0.89165854,-0.8699669
-0.17156568,-0.6641196,-0.94531554,-0.90386546,-0.8418434,-0.82449377
-0.33327147,-0.5566489,-0.891763,-0.87102586,-0.85871553,-0.7709474
-0.2131524,-0.6980051,-0.9200184,-0.91762704,-0.8698741,-0.7954875
-0.25748393,-0.7346971,-0.918674,-0.9162475,-0.930266,-0.80345416
-0.15404199,-0.6359113,-0.8852146,-0.8785297,-0.82930416,-0.7706652
-0.15502772,-0.6448195,-0.8916354,-0.9180414,-0.88677377,-0.84330606
-0.42818752,-0.8114325,-0.9260113,-0.9426073,-0.8834585,-0.87748677
-0.39951426,-0.68645096,-0.9508588,-0.93011737,-0.90385616,-0.87811404
-0.23273519,-0.7262678,-0.95372516,-0.91559535,-0.8815852,-0.8351841
-0.1994194,-0.59985745,-0.8936489,-0.8594299,-0.7903752,-0.7216093
-0.2115052,-0.731777,-0.90805167,-0.8839982,-0.8648471,-0.8341536
-0.2659422,-0.8803097,-0.95548576,-0.9729538,-0.91165745,-0.92457604
-0.25651833,-0.718303,-0.87056565,-0.8794066,-0.84861815,-0.8524276
-0.32804608,-0.62472814,-0.9308588,-0.9200666,-0.89153,-0.8078217
-0.26059708,-0.61659044,-0.9006964,-0.89135545,-0.8858867,-0.74847597
