t0,t1,t2,t3,t4,t5
-0.33630374,-0.4985821,-0.99916816,-0.9988849,-0.9014608,-0.9245893
-0.2821337,-0.41380155,-0.999459,-0.99883986,-0.85033613,-0.88583535
-0.39007786,-0.34956136,-0.99822295,-0.9974363,-0.8243043,-0.81675243
-0.3420287,-0.54721624,-0.9993638,-0.9993465,-0.8778438,-0.89894867
-0.3322689,-0.52738446,-0.99937046,-0.99923605,-0.9414695,-0.8799111
-0.19418207,-0.4172256,-0.99671525,-0.9962632,-0.82753813,-0.8478921
-0.24768272,-0.3856531,-0.9988376,-0.99893624,-0.9026002,-0.9192572
-0.5008377,-0.6962725,-0.9995326,-0.99961793,-0.9022265,-0.95451325
-0.44031256,-0.44801837,-0.99945396,-0.99922323,-0.8984719,-0.93033034
-0.33552527,-0.47910348,-0.9996584,-0.99927187,-0.8740307,-0.9048538
-0.2841508,-0.41857338,-0.99831605,-0.9976577,-0.79569596,-0.82165563
-0.3147288,-0.5381122,-0.99826837,-0.99776816,-0.8785158,-0.91031104
-0.40368897,-0.7286711,-0.99980515,-0.99987537,-0.91870797,-0.96899706
-0.32281634,-0.5504695,-0.9980312,-0.99812436,-0.8721588,-0.9342704
-0.4138482,-0.40780836,-0.999402,-0.9992121,-0.89259267,-0.88726526
-0.33061728,-0.44508624,-0.99843806,-0.99813074,-0.9078136,-0.8616096
