t0,t1,t2,t3,t4,t5
-0.322646,-0.39473808,-0.99896693,-0.99865556,-0.98848575,-0.9898093
-0.2924243,-0.31290212,-0.9993966,-0.99876374,-0.9831572,-0.986282
-0.3812307,-0.1591613,-0.9982673,-0.99735224,-0.9823733,-0.97530395
-0.33314294,-0.41980976,-0.9992106,-0.99915826,-0.98821455,-0.9861319
-0.32064196,-0.4192962,-0.99931294,-0.9991565,-0.99465674,-0.9866064
-0.20265841,-0.33292064,-0.9962035,-0.9956983,-0.9676792,-0.96897113
-0.23033717,-0.26485443,-0.99871325,-0.99889874,-0.9882165,-0.9893113
-0.53454554,-0.61365116,-0.99931675,-0.9994372,-0.9893555,-0.9938601
-0.43992686,-0.30261052,-0.99915195,-0.9987989,-0.98629344,-0.9899142
-0.34686592,-0.35693756,-0.9995617,-0.99909204,-0.9876217,-0.98924977
-0.2803135,-0.30094564,-0.9975602,-0.99663574,-0.97021586,-0.9683531
-0.32984644,-0.45713317,-0.99776804,-0.9971343,-0.97959775,-0.9836524
-0.44701588,-0.67784125,-0.99969465,-0.9998219,-0.9929615,-0.99680936
-0.36143035,-0.49362758,-0.9974068,-0.99765265,-0.97999257,-0.9881209
-0.39331087,-0.24899139,-0.9994178,-0.9991657,-0.9912605,-0.9880064
-0.3033008,-0.28999835,-0.9979459,-0.99757147,-0.9864054,-0.97334427
