t0,t1,t2,t3,t4,t5
-0.033785243,-0.806427,-0.99927014,-0.9992145,-0.9826859,-0.9897071
0.043011293,-0.77707446,-0.99959505,-0.99931955,-0.9731238,-0.98629194
-0.1122316,-0.711606,-0.9986529,-0.9983533,-0.96615565,-0.9730768
-0.030579757,-0.8456824,-0.99951124,-0.9995771,-0.98025125,-0.98848975
0.006433292,-0.8517875,-0.9995785,-0.99960417,-0.9920621,-0.9890304
0.072175056,-0.73647726,-0.9970828,-0.9972569,-0.95575315,-0.97088337
0.054414414,-0.7710034,-0.9991018,-0.9993845,-0.9829113,-0.9907971
-0.14732061,-0.9077171,-0.9995726,-0.9997189,-0.98427624,-0.99514157
-0.13829766,-0.78462994,-0.99951994,-0.99944866,-0.9812385,-0.9908894
-0.002100879,-0.81793433,-0.999741,-0.99956435,-0.98014563,-0.9899071
0.01462182,-0.76429564,-0.99862355,-0.9984469,-0.9583589,-0.9733317
-0.027145267,-0.8118539,-0.9982943,-0.9981908,-0.9722797,-0.9845385
0.018085,-0.9291302,-0.99982923,-0.9999148,-0.98907775,-0.9972813
-0.022414876,-0.8170325,-0.99814975,-0.99853843,-0.97132987,-0.98936737
-0.09644902,-0.7782339,-0.99957037,-0.99951637,-0.9838569,-0.9882795
-0.0653689,-0.7677599,-0.9985429,-0.9986609,-0.97982717,-0.9768174
