t0,t1,t2,t3,t4,t5
-0.15685093,-0.00553158,-0.99893785,-0.99841636,-0.98843664,-0.99047893
-0.122031674,0.08854319,-0.9993818,-0.9985252,-0.9833808,-0.9873828
-0.23228805,0.21603736,-0.9982296,-0.9968876,-0.9823012,-0.9774402
-0.16302031,-0.02352403,-0.9991744,-0.9990006,-0.98809785,-0.98704517
-0.13072895,-0.0040335916,-0.99931043,-0.99899447,-0.9946105,-0.98756915
-0.060535494,-0.010991644,-0.99615556,-0.99502933,-0.96734154,-0.9705589
-0.05047124,0.13298994,-0.9987041,-0.9987154,-0.9881091,-0.9898794
-0.38675535,-0.25933787,-0.99927866,-0.9993051,-0.9890609,-0.9943138
-0.29480854,0.08858275,-0.9991183,-0.99857056,-0.9862167,-0.9907825
-0.1774878,0.054917794,-0.99954146,-0.99890614,-0.98754585,-0.99005574
-0.13376382,0.057312045,-0.99748755,-0.9961083,-0.970258,-0.97071004
-0.18721192,-0.12705033,-0.99770945,-0.9966788,-0.9793742,-0.98458105
-0.27521646,-0.32156613,-0.99967176,-0.9997767,-0.99280673,-0.9970773
-0.21798483,-0.17488444,-0.9973024,-0.9972213,-0.97970164,-0.9888496
-0.21921282,0.17223215,-0.99940926,-0.99900025,-0.99132293,-0.9890312
-0.15354297,0.064663164,-0.9979339,-0.9971705,-0.9863276,-0.9752686
