t0,t1,t2,t3,t4,t5
-0.27690458,-0.30334735,-0.5879785,-0.58616036,-0.40552464,-0.28265846
-0.24714305,-0.28810567,-0.70116824,-0.6118802,-0.31425908,-0.15542044
-0.40017852,-0.11863173,-0.53398263,-0.56294423,-0.36276528,-0.15214986
-0.26068375,-0.28943223,-0.59748966,-0.6747363,-0.37860414,-0.11206192
-0.34036756,-0.3422501,-0.57427967,-0.6126801,-0.543114,-0.046873685
-0.19374822,-0.27202973,-0.57671434,-0.5949896,-0.37394243,-0.15241867
-0.23142375,-0.2598741,-0.50480723,-0.6634042,-0.4315095,-0.21705131
-0.461591,-0.44164315,-0.618062,-0.7162442,-0.36479497,-0.28272498
-0.42999992,-0.2560779,-0.70082873,-0.6580491,-0.46316803,-0.27019328
-0.30806723,-0.35896617,-0.7035082,-0.6345013,-0.36145434,-0.18138543
-0.2552965,-0.23063506,-0.5518727,-0.5460108,-0.25741115,-0.07154973
-0.25112882,-0.40163103,-0.5701263,-0.5793835,-0.42163286,-0.26689732
-0.3446663,-0.58064705,-0.67850566,-0.8292399,-0.38117623,-0.37847432
-0.30351493,-0.3702125,-0.4969116,-0.6009107,-0.37259087,-0.32759246
-0.39907798,-0.16745226,-0.6316957,-0.66076934,-0.40603507,-0.070521064
-0.3195342,-0.25239512,-0.5922369,-0.6149497,-0.49387035,-0.14267346
