t0,t1,t2,t3,t4,t5
-0.7316102,-0.25384444,-0.99905485,-0.9989367,-0.9662136,-0.98504084
-0.68717384,-0.17800073,-0.999486,-0.99904346,-0.9504789,-0.97901577
-0.760714,-0.08539175,-0.99829835,-0.9979,-0.9386448,-0.9630492
-0.74854636,-0.33730045,-0.9993067,-0.99941933,-0.962653,-0.9825364
-0.7490796,-0.3322225,-0.9994411,-0.9994204,-0.9843544,-0.982206
-0.57834786,-0.25587684,-0.99638325,-0.9965306,-0.9281256,-0.960431
-0.66466624,-0.17517634,-0.9988395,-0.9991066,-0.9683122,-0.98503405
-0.82091665,-0.5355286,-0.99946576,-0.9996444,-0.9705541,-0.99263173
-0.78480667,-0.19863443,-0.9993828,-0.99927425,-0.96629184,-0.98703814
-0.7374418,-0.2267809,-0.99963516,-0.99933916,-0.961757,-0.98367965
-0.6775438,-0.1842736,-0.99823076,-0.99795336,-0.92497706,-0.9619894
-0.6870819,-0.3532104,-0.9979209,-0.99774516,-0.9528093,-0.97848505
-0.80432147,-0.5585834,-0.9997633,-0.99988604,-0.97813064,-0.99587697
-0.68373275,-0.3807725,-0.997636,-0.99813,-0.9510525,-0.9847438
-0.7847322,-0.14229581,-0.9993971,-0.9993119,-0.9678631,-0.981272
-0.7008765,-0.23570582,-0.9981263,-0.9981666,-0.9648281,-0.96661514
