t0,t1,t2,t3,t4,t5
-0.2846055,-0.56610155,-0.9993621,-0.99919015,-0.97538716,-0.98367256
-0.23460425,-0.49551648,-0.99962664,-0.99924684,-0.961781,-0.9773575
-0.35099894,-0.42772976,-0.99875635,-0.99825364,-0.95263875,-0.9579534
-0.30116776,-0.61068785,-0.999539,-0.9995434,-0.9710434,-0.98039204
-0.2878032,-0.6172902,-0.99962085,-0.9995704,-0.9882375,-0.9809062
-0.15562145,-0.4780083,-0.997193,-0.9969609,-0.9389817,-0.9549921
-0.20550197,-0.4782934,-0.99919116,-0.99931467,-0.9751175,-0.9838818
-0.4304159,-0.7350324,-0.9996045,-0.9996882,-0.9764161,-0.9914003
-0.38406315,-0.508299,-0.99954826,-0.99938995,-0.9730571,-0.9849695
-0.28710032,-0.5529536,-0.99975723,-0.9995158,-0.97061294,-0.98256516
-0.23942883,-0.49663562,-0.9987563,-0.9984043,-0.942679,-0.9588818
-0.27416316,-0.5861101,-0.99849033,-0.9981632,-0.96227515,-0.97622633
-0.3274273,-0.76599824,-0.999838,-0.99990296,-0.9829876,-0.99497557
-0.2592083,-0.5950499,-0.99827415,-0.998414,-0.9597858,-0.98305494
-0.36335012,-0.50216377,-0.99960214,-0.9994832,-0.97653973,-0.98010963
-0.2900476,-0.51230603,-0.9987111,-0.99859387,-0.9725818,-0.9642707
