t0,t1,t2,t3,t4,t5
-0.19151445,-0.51093096,-0.99897164,-0.998682,-0.9815012,-0.96564335
-0.14212468,-0.4361372,-0.9993717,-0.9987294,-0.9722284,-0.9516749
-0.24385898,-0.29961315,-0.99824834,-0.99734986,-0.9713116,-0.9179119
-0.19241908,-0.5440363,-0.99927294,-0.9992347,-0.9813416,-0.9520992
-0.16102248,-0.5214891,-0.9992191,-0.99907327,-0.99048305,-0.94592994
-0.083322756,-0.43487856,-0.9963977,-0.9959999,-0.9534168,-0.91736686
-0.083638646,-0.38062346,-0.998654,-0.99885434,-0.9809693,-0.96297544
-0.43479255,-0.7109185,-0.99940455,-0.9995203,-0.9838849,-0.9786002
-0.32176137,-0.43437088,-0.9991873,-0.9988595,-0.97833395,-0.9662833
-0.20241812,-0.4847102,-0.99958515,-0.99915355,-0.9799508,-0.9617576
-0.14919205,-0.41562375,-0.99751467,-0.99659824,-0.95329213,-0.9027528
-0.20614077,-0.5558498,-0.99783367,-0.99723595,-0.96971697,-0.95262504
-0.3064851,-0.7664114,-0.99972886,-0.99984145,-0.9883088,-0.98655725
-0.2596465,-0.5905483,-0.9976646,-0.9979009,-0.97082055,-0.9656788
-0.24412048,-0.3845618,-0.99937695,-0.9991425,-0.98437893,-0.9520382
-0.1801542,-0.41234636,-0.99799156,-0.99762547,-0.9788323,-0.9214207
