t0,t1,t2,t3,t4,t5
-0.23943514,-0.4700769,-0.999281,-0.99909174,-0.98037463,-0.9883467
-0.17358755,-0.38836557,-0.9995831,-0.99916387,-0.96983165,-0.98401064
-0.3097927,-0.31029275,-0.9986172,-0.998046,-0.9616963,-0.96982354
-0.24764386,-0.53053945,-0.9994832,-0.99949217,-0.9775657,-0.9865399
-0.21759966,-0.52780515,-0.9995681,-0.99951077,-0.99082136,-0.9868333
-0.101735316,-0.4132764,-0.9969336,-0.99672127,-0.94978994,-0.966338
-0.14353326,-0.37848696,-0.9990909,-0.99923676,-0.98010755,-0.9885138
-0.36778092,-0.68367475,-0.9995494,-0.999655,-0.9818635,-0.99424076
-0.3376988,-0.41228566,-0.9994923,-0.9993243,-0.9786232,-0.9894851
-0.230987,-0.44226995,-0.9997228,-0.99944943,-0.9770191,-0.9879036
-0.18516219,-0.40288,-0.9985862,-0.99819547,-0.95336366,-0.96994567
-0.21825148,-0.5240022,-0.9982912,-0.9979572,-0.9691438,-0.9823608
-0.2520129,-0.71175015,-0.99981004,-0.9998889,-0.9871073,-0.99669456
-0.20711201,-0.5311978,-0.99805707,-0.998249,-0.96730363,-0.98767775
-0.31235346,-0.3816919,-0.99955237,-0.99940497,-0.9816898,-0.9862507
-0.2435952,-0.4305695,-0.9985373,-0.998436,-0.97750944,-0.9734863
