t0,t1,t2,t3,t4,t5
-0.3820167,-0.85817015,-0.99926186,-0.9992733,-0.9819543,-0.99008924
-0.31230694,-0.83649474,-0.9995865,-0.999365,-0.97186446,-0.98671824
-0.43782791,-0.7797432,-0.9986268,-0.9985193,-0.9649403,-0.9739909
-0.3964877,-0.889865,-0.99949825,-0.9996108,-0.97944057,-0.98887724
-0.38282993,-0.8969442,-0.99956274,-0.99963474,-0.9917519,-0.98939556
-0.22267868,-0.7928487,-0.9969525,-0.9973913,-0.9544456,-0.97158027
-0.29208842,-0.832357,-0.99906343,-0.999413,-0.9823356,-0.99101835
-0.50642407,-0.9353906,-0.99956656,-0.99974155,-0.9835192,-0.9951769
-0.46922126,-0.84080344,-0.99951124,-0.9994904,-0.980526,-0.9910948
-0.36396873,-0.86820865,-0.99973196,-0.99959266,-0.9791878,-0.9900451
-0.31367257,-0.82348084,-0.99859196,-0.9985493,-0.9566043,-0.9740588
-0.34908232,-0.8592695,-0.9982959,-0.99833924,-0.9717472,-0.9852507
-0.407125,-0.9518013,-0.99982345,-0.99992335,-0.98847085,-0.99736464
-0.345025,-0.86311215,-0.99811625,-0.99863845,-0.97061145,-0.9895969
-0.4522146,-0.83820033,-0.9995564,-0.9995639,-0.9831412,-0.98860925
-0.37866178,-0.8241916,-0.99849623,-0.9987394,-0.979182,-0.97757006
