t0,t1,t2,t3,t4,t5
-0.48128116,-0.8507904,-0.9987912,-0.99872345,-0.9898438,-0.9943122
-0.45008537,-0.82376254,-0.9993032,-0.99885154,-0.9847827,-0.99246854
-0.5216126,-0.7437961,-0.99804807,-0.9976378,-0.9843857,-0.9861244
-0.49920994,-0.8643018,-0.9991101,-0.9992152,-0.98943526,-0.9924905
-0.49563497,-0.878987,-0.99919075,-0.9992284,-0.99537736,-0.99307144
-0.34517595,-0.77067083,-0.9956222,-0.9958789,-0.97020084,-0.98080975
-0.40806887,-0.8055337,-0.99845165,-0.9989739,-0.9894665,-0.9941935
-0.6568693,-0.92028654,-0.9992259,-0.99947697,-0.99041015,-0.996579
-0.57485807,-0.8107876,-0.9990402,-0.99889296,-0.98757356,-0.99421775
-0.4974044,-0.8491582,-0.99948436,-0.99913704,-0.98881865,-0.9939888
-0.42499587,-0.7901143,-0.99732476,-0.99691606,-0.97344947,-0.9815259
-0.47220546,-0.8439938,-0.9974674,-0.99729574,-0.9816151,-0.9901426
-0.59596705,-0.9441815,-0.9996152,-0.9998207,-0.9932857,-0.99823695
-0.49167776,-0.85134923,-0.9969285,-0.9976559,-0.9810905,-0.9925492
-0.5453194,-0.82003903,-0.9993084,-0.99923736,-0.992116,-0.9936778
-0.4501534,-0.7823793,-0.99758416,-0.9976805,-0.9878111,-0.984509
