t0,t1,t2,t3,t4,t5
-0.32140967,-0.49100316,-0.9992934,-0.9990715,-0.9515339,-0.9661527
-0.26585394,-0.40378502,-0.9995465,-0.99904215,-0.92414737,-0.9495057
-0.38219166,-0.34137616,-0.99855024,-0.9979089,-0.90999776,-0.9136442
-0.33585176,-0.5391449,-0.9994912,-0.9994812,-0.94258064,-0.9575949
-0.32191113,-0.53126365,-0.99954176,-0.9994527,-0.97478867,-0.95433414
-0.18386395,-0.41057208,-0.9970113,-0.9966588,-0.8981104,-0.91878223
-0.2337647,-0.38409,-0.99903625,-0.99913627,-0.9508256,-0.9641901
-0.4765068,-0.68336445,-0.99957937,-0.9996578,-0.9531342,-0.98101914
-0.422207,-0.43111956,-0.9995064,-0.9993099,-0.94837874,-0.96852994
-0.3215616,-0.46923038,-0.99972373,-0.99942005,-0.9405464,-0.96076566
-0.27298126,-0.41438806,-0.99861264,-0.9981409,-0.8943786,-0.91739935
-0.30303276,-0.5229717,-0.9983614,-0.99793494,-0.932526,-0.95440483
-0.3792113,-0.7150051,-0.9998303,-0.9998933,-0.96428835,-0.9882252
-0.29976547,-0.5363678,-0.9981471,-0.99824953,-0.92892116,-0.96733904
-0.3990165,-0.41001245,-0.99953526,-0.999383,-0.9512726,-0.95461714
-0.3186957,-0.43793306,-0.9986052,-0.9983853,-0.95039636,-0.9311987
