t0,t1,t2,t3,t4,t5
-0.13508105,0.015899166,-0.24517596,-0.22827719,-0.07056951,0.01621632
-0.112664804,-0.0024604548,-0.38122177,-0.30001405,-0.0073550176,0.14444464
-0.26173875,0.18303034,-0.2200822,-0.25840077,-0.046994846,0.09344151
-0.08084745,0.04511284,-0.24111047,-0.38216892,-0.043069497,0.113059
-0.15524343,-0.0015832944,-0.24313456,-0.25660777,-0.19213021,0.2312564
-0.042453397,0.026540168,-0.3080767,-0.29027322,-0.08948556,0.08283306
-0.11360836,-0.008012263,-0.15862952,-0.38628095,-0.10502056,0.04605698
-0.32367206,-0.1142952,-0.27882484,-0.40723845,-0.043696698,-0.027072115
-0.2497679,0.08156191,-0.39717084,-0.343827,-0.14042449,0.024513265
-0.15589401,-0.034692816,-0.375983,-0.32216683,-0.026884621,0.0477568
-0.15128203,0.027565341,-0.25471127,-0.2775759,0.0122282775,0.14211348
-0.13585426,-0.14335261,-0.248354,-0.27745408,-0.09886927,-0.030865287
-0.16814111,-0.24919677,-0.29809403,-0.59692836,-0.009591989,-0.02321057
-0.17472918,-0.120945506,-0.22382692,-0.34483796,-0.09233509,-0.074852556
-0.27714443,0.14321569,-0.32384515,-0.32764652,-0.05761015,0.19809034
-0.18773575,0.01637259,-0.30382785,-0.361293,-0.20864028,0.0835665
