t0,t1,t2,t3,t4,t5
-0.3542364,-0.8226154,-0.99863046,-0.9985309,-0.9886278,-0.9940755
-0.31561902,-0.79108787,-0.9992064,-0.99867034,-0.983138,-0.99223626
-0.40141642,-0.7007581,-0.9977794,-0.99723953,-0.98250043,-0.98558664
-0.36598086,-0.83685577,-0.9989743,-0.99907666,-0.9880228,-0.9921298
-0.3504997,-0.8512431,-0.99905026,-0.9990732,-0.99469924,-0.99264777
-0.22778781,-0.7388446,-0.99522364,-0.9954117,-0.9676082,-0.98033524
-0.2720845,-0.7702362,-0.9982591,-0.9988242,-0.98825264,-0.9939751
-0.5485552,-0.90287924,-0.9990976,-0.99937963,-0.9891006,-0.99642944
-0.4670079,-0.7778788,-0.9989212,-0.9987391,-0.9862359,-0.994099
-0.3668046,-0.8202309,-0.9994185,-0.999013,-0.98762363,-0.9938599
-0.30024403,-0.75422525,-0.99695325,-0.99643964,-0.9704803,-0.98078907
-0.35539776,-0.81743735,-0.9971664,-0.99692374,-0.97962904,-0.98968023
-0.46321818,-0.93084097,-0.9995506,-0.9997853,-0.99235016,-0.99815655
-0.3808077,-0.826926,-0.9965625,-0.9973498,-0.9791334,-0.9923417
-0.41509026,-0.78375226,-0.99920225,-0.99909383,-0.99107206,-0.9933935
-0.3309346,-0.7467452,-0.9973015,-0.9973512,-0.98645604,-0.983965
