t0,t1,t2,t3,t4,t5
-0.4283811,-0.2267076,-0.9758575,-0.96690863,-0.9570457,-0.94391996
-0.38082123,-0.13964146,-0.98413634,-0.9664325,-0.9357289,-0.9256482
-0.50876206,0.005880272,-0.9684235,-0.9515034,-0.9420548,-0.8999176
-0.42081589,-0.19563094,-0.97767454,-0.97378004,-0.95075953,-0.9184427
-0.4396578,-0.2218326,-0.97903717,-0.971561,-0.9760737,-0.92401475
-0.31644288,-0.18754345,-0.9578642,-0.9479859,-0.91513747,-0.88316494
-0.33975217,-0.102111705,-0.96963733,-0.9724097,-0.9571776,-0.93794036
-0.6185531,-0.4168465,-0.98011965,-0.9815493,-0.95635283,-0.9563329
-0.5850614,-0.1676468,-0.98462343,-0.97505534,-0.9608247,-0.95096046
-0.45663565,-0.18740724,-0.98810303,-0.97361046,-0.9582664,-0.9383494
-0.3760215,-0.08996468,-0.962274,-0.94493026,-0.90197325,-0.8629082
-0.4106581,-0.3194915,-0.9676025,-0.9545451,-0.9391033,-0.92437196
-0.5220238,-0.52550125,-0.98907214,-0.992254,-0.97012013,-0.97579604
-0.44524568,-0.33205134,-0.953524,-0.95251787,-0.93080324,-0.9340118
-0.5122372,-0.062955715,-0.98161477,-0.9731076,-0.96010745,-0.9216734
-0.42767367,-0.13072887,-0.96732914,-0.9571804,-0.9509752,-0.8794347
