t0,t1,t2,t3,t4,t5
-0.30017355,-0.52642393,-0.99933994,-0.99914604,-0.9679122,-0.97822547
-0.2499415,-0.4477539,-0.9996005,-0.99917406,-0.94982016,-0.9688777
-0.36644483,-0.38247064,-0.9986859,-0.9981278,-0.9389271,-0.94391555
-0.31808177,-0.57305,-0.9995318,-0.99952835,-0.9624706,-0.97360915
-0.3040365,-0.5730259,-0.9995925,-0.9995254,-0.9840127,-0.9728248
-0.16896081,-0.44147572,-0.9971344,-0.9968426,-0.9252007,-0.943093
-0.2186103,-0.42954502,-0.9991414,-0.99925196,-0.96745425,-0.97784877
-0.45140672,-0.7063156,-0.9995952,-0.99967474,-0.96898824,-0.9881688
-0.40222007,-0.4689729,-0.9995495,-0.9993804,-0.9658828,-0.98030263
-0.303737,-0.50876534,-0.9997476,-0.99948287,-0.9613021,-0.97602814
-0.25538898,-0.45217517,-0.99869287,-0.998288,-0.9264694,-0.94532436
-0.28894684,-0.5518339,-0.9984489,-0.9980809,-0.9525156,-0.9691857
-0.35269207,-0.73749226,-0.9998358,-0.999899,-0.97718024,-0.992944
-0.276608,-0.56355554,-0.99823034,-0.99835056,-0.94966537,-0.9780426
-0.37936756,-0.45522425,-0.99957925,-0.9994462,-0.96870494,-0.9723785
-0.30369195,-0.4732736,-0.998688,-0.99852777,-0.9655417,-0.9538942
