t0,t1,t2,t3,t4,t5
0.13774344,-0.59289455,-0.99693626,-0.996604,-0.713433,-0.98106796
0.19505855,-0.55215675,-0.9979901,-0.99658424,-0.61959755,-0.97294825
0.047181614,-0.4130747,-0.9956532,-0.9944434,-0.6392271,-0.9576941
0.18717876,-0.61245877,-0.99763066,-0.99782735,-0.6652226,-0.9730831
0.22049052,-0.6412996,-0.99781823,-0.99778014,-0.8368958,-0.97621214
0.21005534,-0.51279205,-0.99171144,-0.99150085,-0.616373,-0.9496393
0.26311192,-0.5256543,-0.99626625,-0.9973569,-0.73862207,-0.9817009
-0.029061528,-0.7466063,-0.9978391,-0.9984638,-0.67821085,-0.9882997
0.00930975,-0.53822875,-0.99787337,-0.99740624,-0.7044135,-0.9826269
0.17899567,-0.5916734,-0.9986154,-0.99756783,-0.6660408,-0.9796295
0.15125135,-0.48672432,-0.99364287,-0.9924802,-0.5278772,-0.94228655
0.11387619,-0.63368094,-0.99457055,-0.99403685,-0.6825942,-0.97305936
0.11363907,-0.81321293,-0.99897075,-0.99947613,-0.6862314,-0.9933259
0.08052775,-0.63822734,-0.9925363,-0.99419385,-0.6519094,-0.9783742
0.114100635,-0.5305927,-0.99816,-0.9978391,-0.717297,-0.9766872
0.12750532,-0.4993387,-0.9946347,-0.9945558,-0.7653171,-0.9548451
