t0,t1,t2,t3,t4,t5
-0.35495725,-0.7102972,-0.9988588,-0.99864686,-0.9896977,-0.9931649
-0.31796584,-0.65958786,-0.9993331,-0.9987658,-0.98474747,-0.99091804
-0.4022814,-0.5399459,-0.9981092,-0.99740136,-0.9840691,-0.9832345
-0.3703787,-0.73153675,-0.9991554,-0.9991744,-0.9894279,-0.9910079
-0.35353124,-0.746285,-0.999234,-0.99916714,-0.9952908,-0.99151504
-0.22882389,-0.6176953,-0.9958602,-0.99569046,-0.9700333,-0.97768724
-0.26873377,-0.629073,-0.99853384,-0.9988967,-0.9892811,-0.9929164
-0.55517733,-0.8320421,-0.999245,-0.9994297,-0.9902496,-0.9958887
-0.46312767,-0.64305425,-0.999052,-0.99878603,-0.98729277,-0.99303806
-0.36938795,-0.6977585,-0.9995074,-0.99907804,-0.98873776,-0.99282026
-0.30511087,-0.6252401,-0.997396,-0.996702,-0.97309977,-0.97814214
-0.35832575,-0.71894217,-0.99757016,-0.9971432,-0.9813311,-0.9884248
-0.4753904,-0.87495977,-0.999647,-0.99981457,-0.99345464,-0.99791336
-0.38232407,-0.7336959,-0.99705374,-0.99753857,-0.9809631,-0.99131036
-0.4156174,-0.6407805,-0.99934,-0.9991627,-0.992061,-0.9922439
-0.32554966,-0.61037534,-0.9976532,-0.99747795,-0.98740286,-0.98117423
