t0,t1,t2,t3,t4,t5
0.19784601,-0.15123215,-0.9936051,-0.9903749,-0.96867037,-0.90782106
0.25052333,-0.0671558,-0.9957824,-0.99031776,-0.953764,-0.8759934
0.10381167,0.0468975,-0.99136925,-0.9854243,-0.9569267,-0.828542
0.20425344,-0.15467428,-0.9945464,-0.9934582,-0.96519053,-0.8689298
0.2527051,-0.16017294,-0.9950415,-0.99298185,-0.98463875,-0.8724842
0.22650684,-0.1351184,-0.98596877,-0.9816457,-0.93359697,-0.8212994
0.2747855,-0.024405498,-0.9923459,-0.9925139,-0.9692327,-0.9003036
-0.042343583,-0.36958563,-0.99539226,-0.99544525,-0.9683534,-0.9251927
-0.0024719145,-0.11589887,-0.9958221,-0.99290997,-0.9699795,-0.9155301
0.18848452,-0.12319933,-0.99717635,-0.9933986,-0.9692687,-0.89202976
0.2032669,-0.03975425,-0.9880305,-0.9813803,-0.9233914,-0.78272825
0.14566389,-0.265076,-0.9902496,-0.9853397,-0.9539329,-0.8814315
0.16116573,-0.4877198,-0.99780184,-0.9983204,-0.97970176,-0.956975
0.08131194,-0.28611782,-0.98566693,-0.9844165,-0.94640356,-0.8995118
0.13561326,-0.0017058424,-0.9957878,-0.99315906,-0.97226655,-0.8713542
0.13194285,-0.080335625,-0.9900515,-0.9858053,-0.963035,-0.8166328
