t0,t1,t2,t3,t4,t5
-0.32021236,0.040089767,-0.9983335,-0.99767655,-0.9776463,-0.9906625
-0.2635475,0.124778375,-0.99901634,-0.9977627,-0.96842957,-0.98742867
-0.39349294,0.25157335,-0.9973761,-0.9957533,-0.96740013,-0.9788165
-0.32669812,0.031957567,-0.99869394,-0.99853164,-0.9768488,-0.9874344
-0.29413125,0.024982521,-0.99889064,-0.99847674,-0.98960924,-0.98803926
-0.19108272,0.03306173,-0.9945857,-0.99333304,-0.94644094,-0.97152555
-0.20482798,0.15538594,-0.998043,-0.9981751,-0.9786784,-0.9904558
-0.5222328,-0.18423463,-0.9988572,-0.9989584,-0.9788142,-0.99436486
-0.44404244,0.13388279,-0.9986782,-0.9979863,-0.974655,-0.991294
-0.33079645,0.100244,-0.99930227,-0.9984063,-0.9768229,-0.9904121
-0.2717095,0.11358075,-0.9962854,-0.9945228,-0.9473361,-0.97129625
-0.31909212,-0.08529997,-0.9965692,-0.99531174,-0.9647179,-0.9848286
-0.44004497,-0.25115082,-0.9994444,-0.99964416,-0.98455435,-0.9971081
-0.3509132,-0.12754802,-0.99590933,-0.99603224,-0.96356684,-0.98880535
-0.3825827,0.2095471,-0.9990456,-0.99849886,-0.982649,-0.9893226
-0.30166045,0.10775034,-0.9969107,-0.9960621,-0.9756797,-0.97586226
