t0,t1,t2,t3,t4,t5
-0.55733854,-0.7415175,-0.98893195,-0.9886679,-0.97226185,-0.96295506
-0.50519335,-0.68832034,-0.99300086,-0.9879887,-0.95611984,-0.946894
-0.6101808,-0.6004036,-0.98502874,-0.98247933,-0.9623264,-0.9265609
-0.56231004,-0.75084543,-0.99050105,-0.9916705,-0.96949947,-0.9469223
-0.58013535,-0.77901095,-0.9907762,-0.9913125,-0.9862754,-0.95193243
-0.4303544,-0.66334987,-0.97708917,-0.97842467,-0.94184077,-0.9150922
-0.4822939,-0.6810256,-0.98604995,-0.99030304,-0.973102,-0.95933884
-0.7294092,-0.8514364,-0.9919881,-0.9945665,-0.97416174,-0.97196054
-0.6729324,-0.71456945,-0.99305993,-0.9914472,-0.9740233,-0.96456724
-0.5760752,-0.749276,-0.9950351,-0.99144584,-0.97304577,-0.9576613
-0.48867705,-0.63902545,-0.98131347,-0.9780918,-0.9313422,-0.897445
-0.53256726,-0.7585811,-0.9844164,-0.98236954,-0.95965356,-0.948063
-0.650599,-0.8980463,-0.99589694,-0.9979372,-0.9816271,-0.9839209
-0.55433625,-0.75191075,-0.97671723,-0.9813572,-0.9530333,-0.95295733
-0.6240097,-0.67809063,-0.9920301,-0.9914894,-0.97470623,-0.9488826
-0.5288315,-0.6468326,-0.9827447,-0.98299795,-0.9667292,-0.9112483
