t0,t1,t2,t3,t4,t5
0.62030274,-0.29907364,-0.99877167,-0.9983198,-0.9016079,-0.9632587
0.6758767,-0.26465347,-0.99933887,-0.99857837,-0.863953,-0.9516703
0.5596117,-0.14667149,-0.9980227,-0.9968264,-0.83902425,-0.9161509
0.66384315,-0.38991436,-0.99920106,-0.99910355,-0.88220125,-0.9576179
0.71313995,-0.360733,-0.999298,-0.9990824,-0.9482729,-0.9553287
0.61745155,-0.28276548,-0.996208,-0.9954535,-0.83465356,-0.9221875
0.6818168,-0.20403336,-0.9984513,-0.99865246,-0.9055812,-0.9641841
0.5749812,-0.5837752,-0.9993664,-0.9994831,-0.91314346,-0.9840282
0.5548242,-0.25323117,-0.9992659,-0.99893224,-0.9011369,-0.97099084
0.67246574,-0.306324,-0.9995199,-0.9989568,-0.8795015,-0.9612905
0.61665255,-0.27606186,-0.9978841,-0.99700207,-0.81344384,-0.91637814
0.5699827,-0.406559,-0.9975078,-0.9968437,-0.88032186,-0.9544845
0.7145224,-0.64090234,-0.99973565,-0.99983114,-0.9274438,-0.98945475
0.55637723,-0.43204746,-0.99718213,-0.99741215,-0.8771422,-0.9705856
0.6417352,-0.1753846,-0.999291,-0.99888897,-0.8994935,-0.95434
0.572121,-0.26438883,-0.99781823,-0.9973001,-0.9074826,-0.9284201
