t0,t1,t2,t3,t4,t5
-0.39786384,-0.7841301,-0.9990457,-0.9989381,-0.9891064,-0.98923653
-0.3646547,-0.747719,-0.9994425,-0.9990415,-0.9835326,-0.9852836
-0.43872276,-0.6452988,-0.99839306,-0.9979279,-0.9830624,-0.97313213
-0.40838763,-0.8053635,-0.99930507,-0.9993563,-0.98882574,-0.98533505
-0.407908,-0.8179223,-0.99936134,-0.9993645,-0.9950095,-0.98600525
-0.26452613,-0.6966865,-0.99641025,-0.996493,-0.96865827,-0.9673018
-0.31730306,-0.7177338,-0.99876684,-0.99912745,-0.988742,-0.9888834
-0.5966265,-0.88538027,-0.99939847,-0.99958175,-0.9900135,-0.9934521
-0.5008624,-0.73074245,-0.99923337,-0.99906564,-0.9866951,-0.98897606
-0.41609988,-0.7805772,-0.9996011,-0.9993027,-0.98811114,-0.98847973
-0.3439481,-0.71401685,-0.99777865,-0.99733436,-0.97144437,-0.9662214
-0.39462832,-0.7900311,-0.99796873,-0.9977333,-0.9808677,-0.98311394
-0.51687044,-0.9192136,-0.99973637,-0.9998711,-0.99333835,-0.9965382
-0.4248812,-0.80004185,-0.99767077,-0.9981524,-0.98100185,-0.98748255
-0.4600815,-0.7332638,-0.99945545,-0.99936354,-0.99142486,-0.98700035
-0.3741627,-0.70809627,-0.9980957,-0.9980866,-0.98720145,-0.97228795
