t0,t1,t2,t3,t4,t5
-0.73860127,-0.74712,-0.9970091,-0.99615747,-0.9312633,0.19552119
-0.7105425,-0.71861875,-0.9981683,-0.9959649,-0.8938857,0.36259156
-0.78859663,-0.64999044,-0.9961484,-0.9947178,-0.9083129,0.50829726
-0.73995745,-0.7648796,-0.9975018,-0.99738485,-0.92319626,0.42950836
-0.7808459,-0.8002975,-0.99781847,-0.997447,-0.96274173,0.55280405
-0.61789334,-0.670185,-0.9918454,-0.9908492,-0.8774262,0.28767124
-0.7026896,-0.71486014,-0.99635714,-0.9967488,-0.93423563,0.24210548
-0.85543257,-0.8563916,-0.99808145,-0.99833405,-0.92551327,0.2898711
-0.8082535,-0.75621873,-0.9980189,-0.99680436,-0.93222505,0.15193783
-0.75277036,-0.7763279,-0.99874336,-0.9972784,-0.92487496,0.39111513
-0.68297106,-0.67169714,-0.99450475,-0.9914214,-0.84653455,0.46995494
-0.705304,-0.76328194,-0.9949958,-0.9927156,-0.9080979,0.18105087
-0.8345549,-0.9060597,-0.99910223,-0.99941444,-0.9440733,0.16554388
-0.7123137,-0.77313536,-0.99265987,-0.9931758,-0.8948761,0.046052296
-0.8149135,-0.7093538,-0.99821484,-0.9975257,-0.9311517,0.5003144
-0.70007116,-0.6739032,-0.9947778,-0.99309784,-0.92568284,0.32653147
