t0,t1,t2,t3,t4,t5
-0.33047107,-0.4857819,-0.9989426,-0.998372,-0.6488329,-0.52474403
-0.2819267,-0.41643947,-0.9993687,-0.99846536,-0.52238774,-0.358114
-0.37613702,-0.34234887,-0.9976845,-0.99641323,-0.47290125,-0.17619912
-0.32359993,-0.5388169,-0.99918014,-0.9990506,-0.5591706,-0.3719552
-0.3116393,-0.4854474,-0.99903005,-0.9986364,-0.74327487,-0.18473643
-0.19049852,-0.4059,-0.9962424,-0.9953493,-0.5570435,-0.38451582
-0.23986359,-0.3564325,-0.99859875,-0.99854714,-0.6745556,-0.5251627
-0.5077282,-0.69352984,-0.99942005,-0.9994609,-0.61190027,-0.6168375
-0.4295871,-0.45159847,-0.9992609,-0.9987857,-0.6372206,-0.5575302
-0.31688043,-0.46696523,-0.99951583,-0.99883705,-0.5364353,-0.3627558
-0.26976308,-0.41441503,-0.9979612,-0.9966708,-0.41307142,-0.21023688
-0.31019083,-0.53875834,-0.99804974,-0.9971245,-0.63576955,-0.5414993
-0.4167286,-0.730284,-0.99975044,-0.9998159,-0.63004315,-0.6764542
-0.33466023,-0.55507785,-0.9978382,-0.9977583,-0.6239941,-0.65061945
-0.4063325,-0.38681006,-0.99922264,-0.9988435,-0.60120916,-0.3170354
-0.31570154,-0.4353234,-0.99805933,-0.9973084,-0.70183474,-0.35590258
