t0,t1,t2,t3,t4,t5
-0.7445057,-0.8022832,-0.99922025,-0.99925846,-0.9781732,-0.9894978
-0.70237225,-0.77358216,-0.99956864,-0.9993468,-0.96625,-0.98558825
-0.765193,-0.7053566,-0.9985412,-0.99851453,-0.9586956,-0.97274506
-0.7663713,-0.8458056,-0.999462,-0.9996139,-0.9759886,-0.9882996
-0.7681756,-0.8535594,-0.9995275,-0.9996192,-0.99001443,-0.988296
-0.5933237,-0.7354333,-0.99676895,-0.99736655,-0.94824666,-0.97035235
-0.6909511,-0.7727883,-0.99902225,-0.99939865,-0.9792619,-0.9903117
-0.827891,-0.90749764,-0.9995551,-0.9997487,-0.9805821,-0.9948
-0.7925282,-0.7814273,-0.99948657,-0.99949026,-0.97726244,-0.99062586
-0.7475871,-0.8102574,-0.99970853,-0.99957114,-0.9748529,-0.989015
-0.6873035,-0.76166165,-0.9985146,-0.9985333,-0.948872,-0.97252655
-0.7026642,-0.8135673,-0.9982398,-0.9983495,-0.9676097,-0.9845519
-0.8080774,-0.92693645,-0.999808,-0.99992377,-0.98609245,-0.9971965
-0.70077765,-0.8197496,-0.9980289,-0.9986508,-0.9662978,-0.9889873
-0.79444826,-0.77370787,-0.99951166,-0.99955094,-0.979636,-0.9875442
-0.7178525,-0.7673576,-0.9983964,-0.99870855,-0.9758658,-0.9763515
