t0,t1,t2,t3,t4,t5
-0.43889123,-0.7930643,-0.9990786,-0.9989806,-0.9870692,-0.9846737
-0.3988113,-0.7581365,-0.9994577,-0.9990689,-0.9804606,-0.9788911
-0.47250184,-0.65872794,-0.9984271,-0.99798983,-0.9798792,-0.9618827
-0.4471025,-0.81564015,-0.9993401,-0.9993962,-0.98691016,-0.97912145
-0.4475033,-0.82485086,-0.9993707,-0.99938226,-0.9939663,-0.9792186
-0.297697,-0.70731074,-0.996532,-0.996647,-0.9644308,-0.95672345
-0.35314068,-0.7285951,-0.9987939,-0.9991475,-0.9867794,-0.984198
-0.6325513,-0.89216876,-0.99943495,-0.9996091,-0.9882748,-0.9905262
-0.53364545,-0.7431443,-0.9992682,-0.9991081,-0.9844031,-0.9843801
-0.45147935,-0.7907189,-0.9996156,-0.99933183,-0.985804,-0.9832733
-0.37846938,-0.7249614,-0.9978534,-0.9974366,-0.96673805,-0.9535042
-0.42813292,-0.7991212,-0.9980497,-0.9978342,-0.97808754,-0.9773179
-0.5612351,-0.9253364,-0.99975824,-0.99988294,-0.99211055,-0.9948727
-0.46069816,-0.8084543,-0.9977704,-0.99823934,-0.97805923,-0.98280406
-0.49509153,-0.7418812,-0.99945515,-0.9993738,-0.9894226,-0.98044246
-0.40713045,-0.71717685,-0.9981304,-0.9981346,-0.9849419,-0.96148145
